title,avg_rating,voted_by,genre
Apsana International Treks and Expedition Private Limited,5.0,8,Multi-day Tours • Bike Tours
Swami Narayan Travels Pvt Ltd,5.0,7,Multi-day Tours • Day Trips
Himalayan Snow Treks and Expedition,5.0,7,Multi-day Tours • Adrenaline & Extreme Tours
Travelsmith Nepal,5.0,8,City Tours • Water Sports
Adventure Mountain Club,5.0,23,City Tours • Cultural Tours
Bespoken Himalayan Treks,5.0,6,Multi-day Tours • River Rafting & Tubing
Bikemandu,4.5,8,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Wanderlust Yoga,5.0,7,Multi-day Tours • Sightseeing Tours
Nepal Glory Treks,5.0,6,Multi-day Tours • Climbing Tours
Family Adventure Treks and Expedition - Private Day Tours,5.0,54,Hiking & Camping Tours • Private Tours
Himalayan Treks,5.0,7,Cultural Tours • Sightseeing Tours
Outdoor Compass Trekking Shop,5.0,6,Speciality & Gift Shops
Om Holidays Tour and Trek Private Limited,5.0,6,Multi-day Tours • Walking Tours
New Barber Shop,5.0,6,Spas
Mission Nepal Holidays - Day Tours,5.0,44,"Cultural Tours • 4WD, ATV & Off-Road Tours"
Holistic Health Yoga Studio,5.0,7,Yoga & Pilates
Altimate Himalaya,5.0,7,Multi-day Tours • River Rafting & Tubing
Himalayan Eco-Culture Treks & Research Expeditions,5.0,6,Multi-day Tours • Climbing Tours
Smiling Buddah Trekking & Cultural Tours,5.0,8,Multi-day Tours • Hiking & Camping Tours
Nepal Yetiraj Treks,5.0,7,City Tours • Cultural Tours
Trail Himalaya,5.0,7,Multi-day Tours • Historical & Heritage Tours
Asian Mystery Treks - Private Day Tours,5.0,12,Hiking & Camping Tours • Private Tours
Z Store,5.0,9,Bars & Clubs
Golden Gate Holidays Travels & Treks,5.0,12,City Tours • Multi-day Tours
Happy Holiday Treks and Expedition,5.0,7,Air Tours
Mount Adventure Holidays,5.0,33,Multi-day Tours • Bike Tours
Everest Base Camp Helicopter Tour,5.0,6,Helicopter Tours
Wellness Organic Club - Spa,4.5,11,Spas
Himalaya Kailash Travels & Tours,5.0,6,Cultural Tours • Helicopter Tours
Skyline Treks and Expedition Pvt Ltd Day Tours,5.0,116,Hiking & Camping Tours
Shankarapur Paragliding,5.0,14,Parasailing & Paragliding
Hole in the Wall,5.0,7,Bars & Clubs
Trek Leader Expeditions - Day Tours,4.5,10,City Tours • Cultural Tours
Adventure Mountain Express,4.5,21,Cultural Tours • Day Trips
Helping Hand Handicrafts,4.5,7,Speciality & Gift Shops
First Himalayan,5.0,7,Multi-day Tours • Hiking & Camping Tours
Emerging Nepal Trek - Kathmandu Day Tour,5.0,17,Private Tours
Great Nepal Travels - Kirtipur City Sightseeing Tour,5.0,16,City Tours
Soulful Nepal Holidays Pvt Ltd,5.0,5,City Tours • Multi-day Tours
Tripdeal365,5.0,6,Multi-day Tours • Safaris
Heavenly spa,4.5,7,Spas
Namaste Treks And Expeditions Pvt Ltd,5.0,5,Multi-day Tours • Safaris
Himalayan Circuit,5.0,11,Multi-day Tours • Cultural Tours
AY Adventure Treks & Expedition,5.0,8,Parasailing & Paragliding • Adrenaline & Extreme Tours
Nepal Inside Out Treks & Tours,5.0,5,Multi-day Tours • Cultural Tours
Nepal Glacier Treks & Expedition,5.0,6,Multi-day Tours • Cultural Tours
Everest View Treks And Expedition,5.0,5,Multi-day Tours • Climbing Tours
Grande Adventures,5.0,5,Multi-day Tours • Cultural Tours
Alpine Explore Nepal - Day Tours,5.0,81,Helicopter Tours • Sightseeing Tours
Avishek Paudel,5.0,5,Multi-day Tours • Taxis & Shuttles
Mystik Mountains Adventure and Holidays,5.0,5,Multi-day Tours • Hiking & Camping Tours
Ritual Thanka,5.0,5,Speciality & Gift Shops • Art Galleries
Nepal Everest Base Camp Trekking Company PvtLtd,5.0,5,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Ace Transport,5.0,6,Taxis & Shuttles
Himaland Adventure - Nepal,5.0,5,Multi-day Tours • Hiking & Camping Tours
vnepalcom,5.0,5,Multi-day Tours • Cultural Tours
Pilgrims Travel & Tours,5.0,6,Multi-day Tours • Sightseeing Tours
Passages Nepal Pvt Ltd,5.0,11,Sightseeing Tours • Hiking & Camping Tours
Great Nepal Treks & Expedition Pvt Ltd,5.0,17,Historical & Heritage Tours • Bike Tours
GeTS Holidays Nepal,5.0,5,Multi-day Tours • Adrenaline & Extreme Tours
Foot and Shadows Private Day Tours,5.0,10,Private Tours
Royal Mountain Trekking Nepal Pvt Ltd,5.0,11,Multi-day Tours • Climbing Tours
Nepalaya Spa,5.0,6,Spas
Real Adventure Nepal - Private Day Tours,4.5,11,Private Tours
Well Adventure Tours and Travel,5.0,6,Cultural Tours • Helicopter Tours
Kamana Transport Service,5.0,5,Bus Services • Taxis & Shuttles
Aspiration Adventure,5.0,4,Multi-day Tours • Helicopter Tours
DMT Adventure,5.0,5,Multi-day Tours • Adrenaline & Extreme Tours
Bodhi Tours and Treks,5.0,11,Multi-day Tours • Eco Tours
Hidden Paradise Adventure,5.0,5,City Tours • Cultural Tours
MyTrip2Nepal,4.0,16,Multi-day Tours • Cultural Tours
Treks Himalaya,5.0,66,City Tours • Helicopter Tours
Corporate Travel Private Tours,5.0,6,City Tours • Historical & Heritage Tours
Adventure 14 Peaks,5.0,13,Climbing Tours • Hiking & Camping Tours
Inland Expeditions,5.0,4,Visitor Centers
Kathmandu Holiday Tours & Travels,5.0,4,City Tours • Multi-day Tours
FlashpackerConnect,5.0,5,City Tours • Multi-day Tours
Om Sherpa treks,5.0,4,Multi-day Tours • Helicopter Tours
Amrita Craft Pvt Ltd,5.0,6,Speciality & Gift Shops
Vista Adventure Nepal,5.0,11,Cultural Tours • Walking Tours
City & Guides,5.0,4,City Tours • Multi-day Tours
Asia Buddhist Tours & Treks,5.0,6,City Tours • Multi-day Tours
Miracle SPA,5.0,5,Spas
Pinnacle Treks and Expedition,5.0,5,Cultural Tours • Sightseeing Tours
Nepal Himalayan Sherpa Adventure,5.0,5,Multi-day Tours • Hiking & Camping Tours
Amazing Authentic Treks,4.5,8,City Tours • Cultural Tours
Lets Go Hiking Nepal Treks,5.0,4,Multi-day Tours • Climbing Tours
Mountain Challenger Trek and Expedition,5.0,4,Cultural Tours • Eco Tours
Yogi-nomad,5.0,18,Spas
Adventure Steps Nepal,5.0,10,Multi-day Tours • Cultural Tours
Royal Himalayan Safari,5.0,4,Multi-day Tours • Helicopter Tours
Himalayan club Tours and Travel,5.0,4,Multi-day Tours • Eco Tours
Club OMG,4.0,12,Bars & Clubs
Sisa Holidays Tours,5.0,4,City Tours • Cultural Tours
Medieval Tours & Travels,5.0,18,Sightseeing Tours
Private Nagarkot Hiking Day Tour,4.5,8,Hiking & Camping Tours
Touch Kailash Travels & Tours,4.0,16,Cultural Tours • Helicopter Tours
Lets Trip Nepal,5.0,4,Multi-day Tours • Cultural Tours
Galaxy World Travels,5.0,5,City Tours • Cultural Tours
Superb Catalyst Trekking and Tour PvtLtd,5.0,4,Multi-day Tours • Private Tours
De Himalaya,5.0,6,Parasailing & Paragliding • Multi-day Tours
Community Homestay Network,5.0,4,Multi-day Tours • Cultural Tours
Alliance Treks and Expeditions,4.5,9,City Tours • Cultural Tours
Tibetan Naro Tsalung Yoga & Mindfulness,5.0,4,Yoga & Pilates
Himalayan Trails Trekking & Climbing Pvt Ltd,5.0,36,City Tours • Cultural Tours
Summit Nepal Trekking - Day Tours,5.0,5,Bike Tours • Hiking & Camping Tours
MyNepalonline,5.0,4,Cultural Tours • Safaris
Everest Vacation,4.5,6,City Tours • Multi-day Tours
Altitude Himalaya,5.0,4,Multi-day Tours • Private Tours
Gallery Himalaya Treks & Expedition,5.0,5,Hiking & Camping Tours
Zen Adventure Holidays,5.0,4,Cultural Tours • Climbing Tours
Hiker Himalaya Treks & Expedition Pvt Ltd,5.0,4,Multi-day Tours • Private Tours
Namaste Journeys,5.0,4,Multi-day Tours • Hiking & Camping Tours
Metro Everest Treks & Expedition,4.5,5,Multi-day Tours • Cultural Tours
Plan Nepal Treks & Expedition,5.0,4,Multi-day Tours • Climbing Tours
Thamel Travels and Tours,5.0,510,Archaeology Tours
The Blue Space Nepal,5.0,4,Multi-day Tours • Canyoning & Rappelling Tours
Incredible Mountains,5.0,4,Multi-day Tours • Historical & Heritage Tours
Anu Treks International - Private Day Tours,5.0,26,Hiking & Camping Tours • Private Tours
UpHimalayas,5.0,4,City Tours • Multi-day Tours
Base Camp Everest trek,5.0,4,Hiking & Camping Tours
Everest One,5.0,4,Multi-day Tours • Cultural Tours
Star World Tours & Travels P Ltd,5.0,4,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Karma Holidays,5.0,4,City Tours • Sightseeing Tours
Everest Cooking Class and Meal in a Kathmandu Grill Restaurant & Wine Bar,5.0,4,Cooking Classes
Trekking the Himalaya,5.0,5,Multi-day Tours • Eco Tours
Red Reach Himalaya Trek,5.0,4,Multi-day Tours • Adrenaline & Extreme Tours
Nature Knit,4.0,10,Speciality & Gift Shops
Grade Five Adventures Nepal,5.0,9,Historical & Heritage Tours • Sightseeing Tours
Ski Guides Nepal,5.0,9,Multi-day Tours • Ski & Snow Tours
Ace Hiking,5.0,4,Walking Tours • Hiking & Camping Tours
8 Eyes Travel,5.0,4,City Tours • Multi-day Tours
Himalayan Wanderer - Private Day Tours,5.0,6,Historical & Heritage Tours • Private Tours
Masseur SPA,5.0,3,Adrenaline & Extreme Tours
One Tree Stop,5.0,5,Speciality & Gift Shops
Trip Concern Pvt ltd,5.0,10,City Tours • Cultural Tours
AmaDablam Adventures,4.5,6,Multi-day Tours • River Rafting & Tubing
Tenjin Eco Trek,5.0,4,Climbing Tours • Hiking Trails
Himalaya Caravan Adventure,4.5,7,Other Outdoor Activities
Traveling Spoon,5.0,4,Cooking Classes • Food Tours
Rum Doodle,3.5,73,Bars & Clubs
Alpha and Omega Yoga Center,5.0,4,Yoga & Pilates
Nepal Dream,5.0,4,Multi-day Tours • Cultural Tours
The Himalayas,5.0,4,Multi-day Tours • Cultural Tours
Tranquility Spa,4.0,7,Spas
Shona's Alpine,3.5,17,Speciality & Gift Shops
Himalayan Wild Treks,5.0,4,Multi-day Tours • Hiking & Camping Tours
Ganesh Himal Trekking & Tours,4.5,45,Parasailing & Paragliding • City Tours
Beat Trekking,5.0,3,Parasailing & Paragliding • Multi-day Tours
Navigate Outdoor,5.0,3,Multi-day Tours • Bike Tours
Paradise Destination,5.0,3,Parasailing & Paragliding • Multi-day Tours
Nepatrek,4.5,6,Multi-day Tours • Hiking & Camping Tours
Mactrek & Expedition (P) Ltd - Helicopter Day Tours,5.0,5,Helicopter Tours
World Highest Trek,5.0,3,Multi-day Tours • Boat Tours
Trip To Nepal,4.0,7,Cultural Tours • Walking Tours
Beyond Base Camp Treks,5.0,3,Walking Tours • Climbing Tours
Tiger Encounter,5.0,3,Multi-day Tours • Private Tours
Nepal Treks Tours,5.0,3,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Trek With Ngima,5.0,3,Multi-day Tours • Walking Tours
Rhododendron Adventure,5.0,3,Sightseeing Tours • Hiking & Camping Tours
Everest Mountain Bike - Day Tours,5.0,5,Bike Tours
Carena Trek & Adventure,5.0,3,Multi-day Tours • Helicopter Tours
Himalayan Travel Consultant,5.0,3,Taxis & Shuttles • Walking Tours
Diana Travels & Tours PVTLTD and Diana Trekking,4.5,6,Multi-day Tours • Canyoning & Rappelling Tours
Bootprints,5.0,8,Climbing Tours • Hiking & Camping Tours
Botanical Treks & Excursion,5.0,3,Hiking & Camping Tours
Swiss - Nepal Family Trekking & Expedition,5.0,5,City Tours • Cultural Tours
Nepal Motorbike Tour,5.0,3,Multi-day Tours • Cultural Tours
Nepal Venture Treks & Expedition Pvt Ltd,5.0,3,Safaris • Hiking & Camping Tours
Ajay Dahal,5.0,3,Multi-day Tours • Taxis & Shuttles
New Road Travels,5.0,3,Taxis & Shuttles
Nepal Everest Himalaya Hiking Pvt Ltd,5.0,3,Walking Tours • Hiking & Camping Tours
Everest Flight (P) Ltd,4.5,4,Helicopter Tours • Air Tours
Himalayan Companion Treks and Expedition PvtLtd,5.0,3,Multi-day Tours • Climbing Tours
Sasane Sisterhood Trekking and Travel,5.0,3,City Tours • Multi-day Tours
Adventure Blossom Treks and Expedition PvtLtd,5.0,3,Safaris • Ski & Snow Tours
Great Everest Trek,5.0,3,Multi-day Tours • Climbing Tours
EliteTreks,5.0,3,Multi-day Tours • Climbing Tours
"Himalayan Spa, Thamel",4.5,21,Spas
One Life Adventure Team,5.0,3,City Tours • Multi-day Tours
Visit Himalaya Treks,5.0,3,Multi-day Tours • Cultural Tours
Goreto Treks,5.0,3,Multi-day Tours • Canyoning & Rappelling Tours
Danphe Adventure,5.0,13,Multi-day Tours • Cultural Tours
Oriental Journeys Tours,5.0,3,City Tours • Multi-day Tours
VSN Tour & Treks Nepal,5.0,8,City Tours • Multi-day Tours
Messenger Tours and Travel,5.0,8,Multi-day Tours • Helicopter Tours
Wild Yeti,5.0,7,Other Outdoor Activities
Tribeni Trek,5.0,4,Multi-day Tours • Hiking & Camping Tours
Rafting Star,5.0,9,River Rafting & Tubing • Kayaking & Canoeing
Mercy Holidays,4.0,6,City Tours • Cultural Tours
Himalayan Excursion Nepal,5.0,3,City Tours • Multi-day Tours
Together Nepal Travel & Tours,5.0,3,City Tours • Multi-day Tours
Explore Dolpo,5.0,3,Multi-day Tours • Sightseeing Tours
Tealaya,5.0,3,Speciality & Gift Shops
Yatri Nepal Adventures,5.0,3,Historical & Heritage Tours • Climbing Tours
Lovely Nepal Tours & Travels,5.0,4,Adrenaline & Extreme Tours • Historical & Heritage Tours
Photo Travel,5.0,3,Adrenaline & Extreme Tours • Historical & Heritage Tours
"Asia Vision Treks & Tours, Nepal",5.0,3,Multi-day Tours • Helicopter Tours
Trek Venture Nepal PvtLtd,5.0,3,Safaris • Climbing Tours
Himalayan Flights,4.5,6,City Tours • Cultural Tours
Hi On Life Adventures Pvt Ltd,5.0,30,Multi-day Tours • Hiking & Camping Tours
Ganga Jamuna Adventure Treks & Expedition,5.0,7,City Tours • Helicopter Tours
Adventure Mountain Guide Team,5.0,4,Helicopter Tours
Temples and Mountain Tours,5.0,8,Multi-day Tours • Cultural Tours
AAA Transport,5.0,3,Taxis & Shuttles
Leisure Time Nepal Travels & Tours,5.0,3,City Tours • Cultural Tours
Tranquility Spa - Lazimpat,4.5,64,Spas
Himalayan River Operator Nepal - Private Day Tours,5.0,17,Private Tours
Himalayan Local Guide,5.0,7,Hiking & Camping Tours
Rousing Adventure,5.0,4,Historical & Heritage Tours • Eco Tours
Ramdung Trek and Expedition - Private Day Tours,5.0,15,Hiking & Camping Tours • Private Tours
Himalayan Yatri Trekking,5.0,3,Multi-day Tours • Hiking & Camping Tours
Nature House Treks & Expedition - Day Tour to Shivapuri,5.0,5,Nature & Wildlife Tours
Himalayan Cooking School,5.0,3,Lessons & Workshops • Cooking Classes
Mount Summit Treks,5.0,2,Multi-day Tours • Cultural Tours
Sherpa Himalaya Treks & Expedition Pvt Ltd,5.0,3,Multi-day Tours • Climbing Tours
Himalayan Aster Treks,5.0,27,Multi-day Tours • Hiking & Camping Tours
Active Everest Trek & Expeditions,5.0,3,Multi-day Tours • Eco Tours
Yuai Clinic,4.5,5,Spas
Clear Line Travel and Tours,5.0,4,Cultural Tours • Bike Tours
Manaslu Expert,5.0,2,Safaris • Ski & Snow Tours
Happy Feet Travel,5.0,4,River Rafting & Tubing
Cartipur,5.0,12,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
ROBINSON CRUSOE HOLIDAYS,5.0,2,Parasailing & Paragliding • City Tours
Himalayan Glory Travels and Tours - Day Tours Kathmandu,5.0,4,City Tours • Historical & Heritage Tours
Trekking Explore Nepal,5.0,3,City Tours • Multi-day Tours
Scenic Mountain Travels & Tours,5.0,4,Nature & Wildlife Tours
Om Shanti Spa,5.0,2,Paint & Pottery Studios
Legend's Khukuri Gallery,5.0,4,Speciality & Gift Shops
Ayatana Spa,4.0,7,Spas
Alpine Exodus,5.0,3,River Rafting & Tubing • Hiking & Camping Tours
A One Treks,5.0,2,Multi-day Tours • Safaris
Holiday Tours Nepal,5.0,2,Multi-day Tours • Climbing Tours
IN -OUTDOOR Trekking,5.0,2,Walking Tours • Hiking & Camping Tours
Windhorse Stables,4.5,4,Horseback Riding Tours
Nepal Himalayas Trekking,5.0,2,Multi-day Tours • Canyoning & Rappelling Tours
Nepal Authentic Treks & Expeditions,5.0,2,Multi-day Tours • Safaris
Nepal Rudraksha (Himalaya Rudraksha Bhandar),5.0,2,Speciality & Gift Shops
Touching The Void Trekking Nepal,4.0,8,City Tours • Multi-day Tours
Car Hub Nepal,5.0,3,Bus Services • Taxis & Shuttles
Off Road Nepal PvtLtd,5.0,2,"4WD, ATV & Off-Road Tours • Adrenaline & Extreme Tours"
Nepal Handloom Silk industry,5.0,4,Speciality & Gift Shops
Himalaya Treks Nepal,4.5,3,Helicopter Tours • Bike Tours
Global Axis Travels,5.0,4,Sightseeing Tours
Chandika Homestay,5.0,2,Day Trips
Sonu Tours and Travels pvt ltd,5.0,2,Multi-day Tours • Taxis & Shuttles
HourGlass,5.0,2,Speciality & Gift Shops
Farouttrek,4.5,13,Multi-day Tours • Cultural Tours
Rupakot Holidays,5.0,2,City Tours • Cultural Tours
Boundless Adventure PLtd,5.0,2,Multi-day Tours • Taxis & Shuttles
Simrik Air,4.5,3,Helicopter Tours • Air Tours
Climbing Himalaya,5.0,2,Canyoning & Rappelling Tours • Ski & Snow Tours
Best Treks Nepal PLtd,5.0,2,Multi-day Tours • River Rafting & Tubing
Cinema Under The Moon,4.5,5,Movie Theaters
Native Everest Treks Pvt Ltd,5.0,2,Multi-day Tours • Canyoning & Rappelling Tours
Mission Nepal Holiday - Day Tour,5.0,2,Sightseeing Tours
Anil Manandhar,5.0,2,"4WD, ATV & Off-Road Tours • Safaris"
Lead Nepal Treks Pvt  Ltd,5.0,2,"4WD, ATV & Off-Road Tours • Safaris"
PersijsNET,5.0,2,Canyoning & Rappelling Tours • Taxis & Shuttles
Trek Through Nepal,5.0,2,Parasailing & Paragliding • City Tours
Moonline Tours,5.0,2,Multi-day Tours • Safaris
Manaslu Base Camp Trek,5.0,2,Multi-day Tours • Adrenaline & Extreme Tours
Adventure Mila Travels & Trekking,5.0,2,City Tours • Helicopter Tours
Indreni Nepal Trekking,5.0,2,Parasailing & Paragliding • River Rafting & Tubing
Life & Journey Tour & Adventure Pvt Ltd,5.0,2,"4WD, ATV & Off-Road Tours • Safaris"
Langtang Treks Nepal,5.0,2,Multi-day Tours • Safaris
Gratitude Travels,5.0,2,Walking Tours • Climbing Tours
Nepal International Treks,5.0,2,Adrenaline & Extreme Tours • Private Tours
Pure Nepal Home Made Spices & Tea Center,4.5,4,Coffee & Tea Tours
Transport in Nepal,5.0,2,Taxis & Shuttles
Yakky Tours,5.0,2,Multi-day Tours • Private Tours
Eco Foot Spa,5.0,2,Multi-day Tours • Adrenaline & Extreme Tours
Helicopter Tours Nepal,5.0,2,Parasailing & Paragliding • Helicopter Tours
Himalayan Range International Treks & Expedition,5.0,6,Multi-day Tours • Climbing Tours
Malka Travel and Tours,5.0,2,Multi-day Tours • Safaris
Apsara Treks,5.0,13,Multi-day Tours • Cultural Tours
Wild Stone Adventure,5.0,3,Other Outdoor Activities
Rossfit Optimising Performance,5.0,2,Multi-day Tours • Hiking & Camping Tours
Glance Himalaya Tours,5.0,2,City Tours • Multi-day Tours
iexperiencelocal,5.0,2,Multi-day Tours • Coffee & Tea Tours
Solukhumbu Treks and Expedition,5.0,2,Walking Tours • Hiking & Camping Tours
Holiday Mountain Treks & Expedition,5.0,2,Sightseeing Tours • Day Trips
Himganga Treks and Expedition,5.0,2,Multi-day Tours • Climbing Tours
Everest Base Camp Helicopter Tour,5.0,2,Helicopter Tours
Simrik Real Nepal Treks & Expeditions,4.5,74,Cultural Tours • Historical & Heritage Tours
Tibet Tours Nepal,5.0,2,City Tours • Cultural Tours
Wanderlust Himalaya Adventures,5.0,2,Multi-day Tours • Safaris
VinyasaNepal,5.0,6,Yoga & Pilates
Kathmandu Day Tours,5.0,4,Sightseeing Tours
Majestic Travel and Tours,5.0,3,River Rafting & Tubing • Private Tours
Precious Adventures,5.0,2,City Tours • Multi-day Tours
Escape Nepal Holidays,5.0,3,Multi-day Tours • Walking Tours
Astha Adventure Treks & Expedition,5.0,6,Multi-day Tours • Safaris
Absolute Himalaya Treks & Expedition Pvt Ltd,5.0,2,Hiking & Camping Tours
Leisure Aim Travels & Tours,5.0,2,City Tours • Cultural Tours
GoNepal,5.0,2,Multi-day Tours • Hiking & Camping Tours
Nepal viaje,5.0,3,Hiking & Camping Tours
Himalayan Waves Trekking,5.0,2,Multi-day Tours • Sightseeing Tours
The Tour Trek Travel Nepal,5.0,2,Walking Tours • Eco Tours
Everest Adventures Team,5.0,2,Climbing Tours • Hiking & Camping Tours
Mountain Spirit Adventure,5.0,2,Multi-day Tours • Hiking & Camping Tours
Jomsom Trekking,5.0,2,Multi-day Tours • Hiking & Camping Tours
Magical Trekkers,5.0,6,Multi-day Tours • Cultural Tours
The Classic Outdoors,5.0,45,Multi-day Tours • Hiking & Camping Tours
Gold Mountain Nepal Treks & Expeditions,5.0,2,Multi-day Tours • Climbing Tours
Seven Summit Treks,4.0,4,Multi-day Tours • Climbing Tours
Tea House Trek,4.0,5,Multi-day Tours • Safaris
Nepal Guide Service,5.0,2,Multi-day Tours • Hiking & Camping Tours
Nepal Trekking Trails,5.0,2,Cultural Tours • Historical & Heritage Tours
Nepal Alsace Treks & Expedition,5.0,11,City Tours • Multi-day Tours
Tour HQ,5.0,2,City Tours • Cultural Tours
Sansui Treks & Expedition,5.0,2,Climbing Tours • Hiking & Camping Tours
Himalaya Orthodox Organic Tea Nepal,5.0,2,Speciality & Gift Shops
Nepal Trekking in Himalayas Pvt Ltd,4.0,29,Multi-day Tours • Cultural Tours
Peregrine Treks and Expeditions,5.0,2,Helicopter Tours
New Era Holidays Treks and Expedition,5.0,2,City Tours • Multi-day Tours
Happy Hari Trek & Expeditions,5.0,2,Multi-day Tours • Hiking & Camping Tours
Monalisa Exclusive Textiles,4.5,2,Day Trips
Oriental Holidays,4.5,2,City Tours • Multi-day Tours
Himalaya Hikes Pvt Ltd,5.0,2,Hiking & Camping Tours • Private Tours
Apex Nepal Adventure Pvt Ltd Day Tours,5.0,4,Sightseeing Tours
Community Action Treks,5.0,2,Cultural Tours • Hiking & Camping Tours
Sealinks Holidays PvtLtd,4.5,2,Multi-day Tours • Cultural Tours
Spiritual Excursion,5.0,2,Cultural Tours • Climbing Tours
Ethic Himalaya Treks & Expedition,4.5,10,City Tours • Cultural Tours
Nepal Holiday,4.5,2,Hiking & Camping Tours
Lhasa Gift House,5.0,2,Speciality & Gift Shops • Antique Shops
Alpine Excursion Treks and Expedition,5.0,11,City Tours • Cultural Tours
Tour in Kathmandu - Day Tours,5.0,2,Sightseeing Tours
Serenity Tours and Treks,4.5,2,City Tours • Bike Tours
Visit Nepal 2020,4.0,4,Multi-day Tours • Helicopter Tours
Gothic Rave,4.5,14,Bars & Clubs • Dance Clubs & Discos
Nepal Kumari,4.0,4,Speciality & Gift Shops
Sunrise Export,5.0,2,Speciality & Gift Shops
Ananda Wellness Center,5.0,5,Spas
Chito Ramro Laundry,5.0,1,Adrenaline & Extreme Tours
Trekking Top Nepal,5.0,5,Parasailing & Paragliding • Multi-day Tours
Bochi-Bochi Treks PvtLtd,5.0,1,Coffee & Tea Tours • Food Tours
Back Streets of Kathmandu,4.5,2,Sightseeing Tours
Gorkha Treks,5.0,5,Multi-day Tours • Historical & Heritage Tours
Malla Treks,5.0,5,Climbing Tours • Hiking & Camping Tours
Aventura Trek Nepal,5.0,1,Multi-day Tours • Climbing Tours
Skybuzz Travels and Tour Nepal,5.0,1,Multi-day Tours • Coffee & Tea Tours
Tours & Treks Mountain Nepal - Day Tours,5.0,2,City Tours • Cultural Tours
Shilpee Theatre Nepal,5.0,1,Theaters • Theatre & Performances
Apoorva Tours & Travels,5.0,1,City Tours • Multi-day Tours
Gems Paradise,5.0,2,Speciality & Gift Shops
MD Adventure Travel & Tours Pvt Ltd,5.0,1,"Canyoning & Rappelling Tours • 4WD, ATV & Off-Road Tours"
Snow Bank Adventure,5.0,1,Multi-day Tours • Walking Tours
Curio Concern,5.0,2,Speciality & Gift Shops
Offroad Nepal,5.0,1,Motorcycle Trails
Core Adventure Kathmandu Private Day tour,5.0,18,Private Tours
Outlandish Adventure Nepal - Day Adventures,4.5,4,Other Outdoor Activities
Sparadise Spa & Salon,5.0,1,Spas
Adventure Outdoor Excursion,5.0,1,City Tours • Multi-day Tours
Rudraksha Nepal,5.0,1,Speciality & Gift Shops
Everest Helicopter  Tour Nepal,5.0,1,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
NATURE TREASURY TREKS & TOURS,5.0,1,Multi-day Tours • Cultural Tours
Pumori Journeys,5.0,1,Parasailing & Paragliding • Multi-day Tours
Visit Pashupati,N,0,City Tours • Cultural Tours
Shakti Punj,5.0,1,Yoga & Pilates
Vivaan Adventure Pvt Ltd,5.0,1,Multi-day Tours • Private Tours
Himalayanrandonner,N,0,Multi-day Tours • Safaris
Nepal Tourism Package,5.0,1,City Tours • Multi-day Tours
Ghale Treks - Private Day Tours,4.5,4,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Travel Design,5.0,1,City Tours • Multi-day Tours
Arun Treks & Expedition,5.0,1,Climbing Tours • Nature & Wildlife Tours
Khasyor International,5.0,1,Speciality & Gift Shops
Travel to Himalayas,5.0,1,Multi-day Tours • Eco Tours
Sagarmatha Tea House,5.0,1,Speciality & Gift Shops
Aim Nepal Adeventure,5.0,1,Parasailing & Paragliding • Helicopter Tours
Nepal Travel Door - Day Tours,5.0,2,City Tours • Historical & Heritage Tours
Volant Travel,5.0,1,Multi-day Tours • Cultural Tours
Rental Car In Nepal,5.0,1,Taxis & Shuttles
Hike and Bike Nepal,5.0,1,Multi-day Tours • Private Tours
Reggae Bar Thamel,5.0,1,Bars & Clubs
Trekkers Paradise in Nepal,5.0,1,Multi-day Tours • Private Tours
Last Frontiers Trekking,5.0,1,Multi-day Tours • Cultural Tours
Trekking for Nepal,5.0,1,City Tours • Multi-day Tours
Nepal Vehicle Services Pvt Ltd,5.0,1,Taxis & Shuttles
Churen Himal Treks & Expedition,5.0,1,Climbing Tours • Hiking Trails
Chetana Yoga and Natural Spa Treatment,5.0,1,Bike Tours
Lagom,5.0,1,Speciality & Gift Shops
Gurkha Encounters,5.0,1,Multi-day Tours • Cultural Tours
Yakky Tours Private Limited,5.0,1,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Ultra Nepal Travel & Treks,5.0,1,Parasailing & Paragliding • Multi-day Tours
Visit View Nepal Treks and Expedition,5.0,1,Multi-day Tours • Climbing Tours
Tara Oriental,5.0,1,Speciality & Gift Shops
stepupadventure,5.0,1,"4WD, ATV & Off-Road Tours • Helicopter Tours"
Luxury DMC Travel,5.0,1,Parasailing & Paragliding • Canyoning & Rappelling Tours
Himalayan Concord,5.0,1,Multi-day Tours • Taxis & Shuttles
Lapha Holidays,5.0,1,Multi-day Tours • Helicopter Tours
Lead Nepal Treks,5.0,1,Multi-day Tours • Sightseeing Tours
Simple Nepal Adventure Travel Pvt Ltd,5.0,1,Multi-day Tours • Private Tours
Exquisite Himalaya Pvt Ltd,5.0,1,Climbing Tours • Hiking & Camping Tours
Divine International Explore and Treks,5.0,1,Hiking & Camping Tours
ekadesma,5.0,1,Paint & Pottery Studios
The Xutti Pvt Ltd,5.0,1,City Tours • Multi-day Tours
