title,avg_rating,voted_by,genre
Rainbow Mountain Treks Pvt Ltd - Day Tours,5.0,5,River Rafting & Tubing • Historical & Heritage Tours
Incentive Holidays,5.0,4,City Tours • Multi-day Tours
Battlefield- The Ultimate Paintball Game,4.0,1,Game & Entertainment Centers
Perfect Gems & Jewells,4.0,1,Speciality & Gift Shops
Tengboche Trekking,5.0,10,Multi-day Tours • Cultural Tours
Explore Kailash Treks Pvt Ltd,3.0,4,Multi-day Tours • Cultural Tours
Skylark Treks and Expedition,5.0,3,Cultural Tours • Sightseeing Tours
Chamling Adventure & Expedition,5.0,3,Parasailing & Paragliding • Zipline & Aerial Adventure Parks
Red Carpet - Day Tours,5.0,3,Cultural Tours • Helicopter Tours
Nepal Aventure,5.0,3,City Tours • Climbing Tours
Easy Flight Travel,5.0,3,Helicopter Tours • Sightseeing Tours
Adventure Alternative Nepal,5.0,2,City Tours • Cultural Tours
Harmony Spa,3.5,3,Spas
Koyla Lounge,3.0,10,Bars & Clubs
Car Hire Nepal,4.0,5,Bus Services • Taxis & Shuttles
Trekking Experts,5.0,3,Cultural Tours • Sightseeing Tours
Clothing Nepal Enterprises,3.0,1,Speciality & Gift Shops
Sacred Mount Kailash Pilgrimage,3.0,1,Private Tours
Ian Taylor Trekking,3.0,1,Hiking & Camping Tours
Umbrella Street,3.0,1,Points of Interest & Landmarks
Alpine Adventure Club Treks & Expedition - Mountain Flight in Nepal,5.0,15,Hiking & Camping Tours • Air Tours
Alpine Mountain Trek Advisor,5.0,15,Multi-day Tours • Private Tours
Everest Alpine Trekking,5.0,21,Adrenaline & Extreme Tours • Hiking & Camping Tours
The Thunderides,4.0,5,Multi-day Tours • Cultural Tours
Green Wall Paragliding,4.0,5,Parasailing & Paragliding
Goodwill Spa & Beauty Parlour,3.0,2,Spas
Endless Wave Adventure,5.0,2,River Rafting & Tubing • Kayaking & Canoeing
360 Gaming Zone,2.0,1,Game & Entertainment Centers
Live Adventure Expeditions,2.0,1,River Rafting & Tubing • Gear Rentals
Wilder Nepal Pvt Ltd,5.0,2,River Rafting & Tubing • Adrenaline & Extreme Tours
Boundless Adventure,5.0,53,Helicopter Tours • Historical & Heritage Tours
Mustang Outback Adventures,5.0,2,Gear Rentals
Mountain Goat Trekking PvtLtd,5.0,5,Multi-day Tours • Hiking & Camping Tours
World Favour Travel & Tours,2.0,1,Adrenaline & Extreme Tours • Sightseeing Tours
Tour and Trek Nepal,5.0,17,Eco Tours • Hiking & Camping Tours
Travel Bird Nepal,5.0,2,Multi-day Tours • Hiking & Camping Tours
New Radiance Spa,5.0,4,Spas
Nepal New Generation Trek and Adventure,3.5,2,Horse-Drawn Carriage Tours • Food Tours
Gandaki Tours and Travels,5.0,2,Multi-day Tours • Adrenaline & Extreme Tours
Virgin Nepal Trek and Expedition PvtLtd,5.0,2,River Rafting & Tubing
Eagle Eye Treks,5.0,2,Hiking & Camping Tours • Nature & Wildlife Tours
Tij York Trek & Expedition P Ltd - Day Tours,5.0,4,Hiking & Camping Tours
Top Adventure,5.0,2,Multi-day Tours • Private Tours
Asaki Treks & Expedition,5.0,2,Multi-day Tours • Adrenaline & Extreme Tours
360 Paragliding Pokhara,5.0,2,Parasailing & Paragliding
Senate Club,5.0,9,Bars & Clubs
Adventure Mountain Nepal Trekking and Climbing PLtd,5.0,46,Multi-day Tours • Cultural Tours
Best Nepal Trek,5.0,2,City Tours • Cultural Tours
Berg Reisen Nepal P Ltd,5.0,2,City Tours • Multi-day Tours
Paintball Nepal,5.0,1,Game & Entertainment Centers
Cine de Chef,2.5,2,Movie Theaters
Himalayan Eco Adventure Pvt Ltd,5.0,2,City Tours • Helicopter Tours
United River Adventure,4.0,2,Other Outdoor Activities
Himalaya Asuka Treks & Expedition P Ltd,5.0,2,"Canyoning & Rappelling Tours • 4WD, ATV & Off-Road Tours"
Himalayan Unforgettable Adventure,5.0,2,Multi-day Tours • Cultural Tours
Everest Base Camp Heli Tour with Travel Beyond,4.5,2,Helicopter Tours
Enjoy Nepal Treks,5.0,46,Multi-day Tours • Climbing Tours
Himalaya Heaven Tours & Treks,2.5,3,City Tours • Cultural Tours
Greenline Tours,3.0,62,Bus Services
Clear Sky Treks & Expedition,5.0,126,Cultural Tours • Helicopter Tours
Muktinath Temple Tour,5.0,4,Multi-day Tours • Cultural Tours
Salesways Super Market,1.0,1,Speciality & Gift Shops
Bajrayogini Pashmina,1.0,1,Speciality & Gift Shops
Travel In Nepal Treks Pvt Ltd,1.0,1,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Travel Junction,1.0,1,"Sports Camps & Clinics • 4WD, ATV & Off-Road Tours"
Abbey International Treks & Expedition,5.0,19,Cultural Tours • Historical & Heritage Tours
Explore Manaslu,5.0,57,Multi-day Tours • Cultural Tours
Namaste Nepal Travels and Tours,5.0,6,Cultural Tours • Historical & Heritage Tours
Success Travels & Treks,5.0,1,Multi-day Tours • Hiking & Camping Tours
Bunk Tribe,1.0,1,Multi-day Tours • Helicopter Tours
Nepal Travel Expedition (P) Ltd,4.5,2,Multi-day Tours • Canyoning & Rappelling Tours
Everest Himalaya Treks,5.0,6,Climbing Tours • Hiking & Camping Tours
Adventure Dream Himalaya Treks,5.0,12,Climbing Tours • Hiking & Camping Tours
Talixo - Kathmandu,1.0,1,Taxis & Shuttles
Himalayan Summit Treks And Expedition,5.0,9,Multi-day Tours • Climbing Tours
World Favour Travel & Tours,2.5,4,Adrenaline & Extreme Tours • Sightseeing Tours
Harmony Spa,2.5,7,Spas
Thrillhimalayacom,5.0,1,Multi-day Tours • Safaris
Off2holiday,4.0,1,Cultural Tours • Helicopter Tours
Cashmere heaven,4.0,5,Adrenaline & Extreme Tours
Sandrine Yoga Evasion,N,0,Yoga & Pilates
Vaishali Travels & Tours,5.0,1,Taxis & Shuttles • Hiking & Camping Tours
Junkeeri,N,0,Speciality & Gift Shops
Mountain Safari - Day Tours,N,0,Safaris • Nature & Wildlife Tours
Sixth Sense Travel & Trekking,5.0,4,Adrenaline & Extreme Tours • Hiking & Camping Tours
Airlife Adventures,5.0,1,Helicopter Tours • Sightseeing Tours
Peaceful Nepal,5.0,1,Multi-day Tours • Climbing Tours
Muktinath Yatra,4.0,1,City Tours • Multi-day Tours
EVEREST HELI CHARTER,5.0,4,Helicopter Tours
Wildpath Adventure - Kathmandu Day Tour,5.0,26,Sightseeing Tours
Trek Nepal,N,0,Multi-day Tours • Helicopter Tours
imaginenepalteam,N,0,Climbing Tours • Hiking & Camping Tours
Save Himalayan Travel & Tours Pvt Ltd,N,0,Parasailing & Paragliding • River Rafting & Tubing
Blissful Spa,1.0,2,Spas
Upardang Gadhi,N,0,Hiking Trails
Everest Tour Nepal,N,0,City Tours • Multi-day Tours
Himalayan Steps,5.0,31,Multi-day Tours • Walking Tours
Nepal Trekking & Expedition,5.0,1,Hiking & Camping Tours
Shivam Group Holiday,3.5,13,Multi-day Tours • Helicopter Tours
Sun Nepal treks,N,0,Multi-day Tours • River Rafting & Tubing
Himalayan Sherpa Holidays,N,0,Multi-day Tours • Hiking & Camping Tours
Nepal Tourism Package,N,0,Multi-day Tours • Cultural Tours
Sherpa Khangri Outdoors,N,0,Multi-day Tours • Cultural Tours
Rafting Adventure Pvt Ltd,3.0,1,River Rafting & Tubing • Canyoning & Rappelling Tours
Trek of Nepal,N,0,City Tours • Cultural Tours
BusSewa,N,0,Bus Services
Wishing Will Tours and Travels - Day Tours,5.0,6,Nature & Wildlife Tours
Sahas Travels & Tours,N,0,City Tours • Multi-day Tours
Across The Himalayas Treks,N,0,Hiking & Camping Tours
Kharpunath Travels and Tours,N,0,City Tours • Historical & Heritage Tours
Mahalaxmi Vehicle Service,N,0,"4WD, ATV & Off-Road Tours • Taxis & Shuttles"
Total  Facility  Management Company,N,0,Day Trips
Star Adventure Asia Treks,5.0,1,City Tours • Multi-day Tours
Cottage Craft,N,0,Speciality & Gift Shops
Nepal Travel Team,5.0,3,Climbing Tours • Hiking Trails
Sapana Holiday Tours and Travel,N,0,Multi-day Tours • Cultural Tours
Bold Himalaya Treks and Travels Pvt Ltd,N,0,Multi-day Tours • Helicopter Tours
ABC Adventures Pvt Ltd,N,0,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Everest Hardwear,N,0,Private Tours
Nepal Trekking Trails (P) Ltd,5.0,5,Hiking & Camping Tours
VX Tours,5.0,1,Multi-day Tours • Hiking & Camping Tours
Gaze Nepal Travel And Tours,5.0,1,River Rafting & Tubing • Cultural Tours
eNepaltour,5.0,1,City Tours • Multi-day Tours
Ticino Treks and Expedition,5.0,1,Taxis & Shuttles • Boat Tours
SevenOn Tours - Day Tours,N,0,City Tours • Cultural Tours
Himalayan Little Buddha Treks And Expedition,1.0,1,Adrenaline & Extreme Tours • Hiking Trails
Lama Treks & Expedition - Day Tours,5.0,2,Climbing Tours • Sightseeing Tours
Shree CC Handicraft,4.5,2,Speciality & Gift Shops
Himalayan Luxury Holidays,5.0,4,Multi-day Tours • Helicopter Tours
Pashmina In Nepal,5.0,3,Speciality & Gift Shops
Worldly People,5.0,14,Multi-day Tours • Cultural Tours
Great Escape Tours and Travels,5.0,9,Sightseeing Tours
Nepal Adventure Trek & Expedition (P) Ltd,5.0,4,Multi-day Tours • Climbing Tours
Himalayan Gorilla Adventure,5.0,19,Multi-day Tours • Boat Tours
Deepjyoti Adventure Tours & Travels,N,0,Bus Services
Serku Sherpa,5.0,1,Parasailing & Paragliding • Multi-day Tours
SHERPA GUIDE SERVICES,N,0,City Tours • Multi-day Tours
jagadamba Travels,2.0,29,Bus Services
Glorious Wellness Spa,5.0,1,Health Clubs • Yoga & Pilates
Mystique Voyages Pvt Ltd,N,0,Multi-day Tours • Cultural Tours
Nepal New Generation Treks and Adventure,5.0,1,Multi-day Tours • Cultural Tours
Wildlife Safari Bardia,5.0,3,Eco Tours • Nature & Wildlife Tours
Paramount Holiday,N,0,Multi-day Tours • Safaris
Himalayan Ultimate Trekking Nepal,N,0,Adrenaline & Extreme Tours
Kathmandu Jazz Conservatory,N,0,Lessons & Workshops
Deepak Aryal,5.0,1,Sports Camps & Clinics • Beer Tastings & Tours
Off Road Nepal,N,0,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
NTB Adventures,5.0,22,City Tours • Multi-day Tours
S Nepal Tours & Travels,5.0,1,"4WD, ATV & Off-Road Tours • Bike Tours"
Best Trekking in Nepal,5.0,15,Cultural Tours • Climbing Tours
Path of Dream Trek Adventure,4.5,8,Multi-day Tours • River Rafting & Tubing
Nepal Mountain Biking,N,0,Multi-day Tours • Bike Tours
Beyond Himalaya - Day Tours,5.0,6,Sightseeing Tours
Khumbu Nangpala Trekking and Expedition,5.0,3,City Tours • Multi-day Tours
Accheshwor Mahavihar,N,0,Religious Sites
Woodcarving Studio,N,0,Speciality & Gift Shops
Isha Center,N,0,Lessons & Workshops
Adventures Himalaya,N,0,Other Outdoor Activities
The Target Arena,N,0,Game & Entertainment Centers
Ocean Park & Resort Pvt Ltd,N,0,Water Parks
Undercover Kathmandu & Swayambhunath Day Tour,N,0,Sightseeing Tours
Nepal Himalaya Trek - Private Changunarayan Day Hiking,N,0,Hiking & Camping Tours • Private Tours
El Yak,N,0,Other Outdoor Activities
Tiger Trek - Day Tours,N,0,Hiking & Camping Tours
Mandala Pashmina & Handicrafts,N,0,Speciality & Gift Shops
Qi Allaya Teija,N,0,Spas
Rock & Rope Nepal,N,0,Sports Camps & Clinics
Trip and Trek - Private Day Tours,N,0,Hiking & Camping Tours • Private Tours
Fish Tail Lodge-Birdwatching With Hari KC-Day Tour,N,0,Fishing Charters & Tours
National Woodworking Museum,N,0,Speciality Museums
Nepal Visitors Private Day Tours,N,0,Visitor Centers
Kathmandu Pashmina Collection Center,N,0,Speciality & Gift Shops
Aura Reiki Yoga Nepal,N,0,Yoga & Pilates
Ultra modern handicrafts,N,0,Speciality & Gift Shops
Laila's Bar,N,0,Bars & Clubs
Triten Norbutse Monastery,N,0,Religious Sites
Adventure Milestone - Day Hike To Namo Buddha,N,0,Hiking & Camping Tours
Sandup Choeding Gompa,N,0,Religious Sites
Metro Inn Tours & Travels,N,0,Sightseeing Tours
Age Holidays Day Tours,N,0,Sightseeing Tours
Cross Country Tresks and Travel Expedition Pvt Ltd,N,0,Sightseeing Tours
Jama Masjid Rahmaniya,N,0,Religious Sites
House of Palettes,N,0,Paint & Pottery Studios
About Nepal Treks,N,0,Hiking & Camping Tours • Private Tours
Happy Women Handicraft,N,0,Speciality & Gift Shops
Classic Journey Nepal,N,0,Historical & Heritage Tours • Sightseeing Tours
Easy Heli Charter Service,N,0,Helicopter Tours
Arogya Spa,N,0,Yoga & Pilates • Spas
Nepal Mandala Travels - Day Tours,N,0,Cultural Tours • Historical & Heritage Tours
Take Me Trekking Ltd,N,0,Hiking & Camping Tours
Buddha Nepal Treks - Nagarkot Day Tours,N,0,Hiking & Camping Tours
Sunrise Transport and Tours Service,N,0,Private Tours
Asian Detours Holiday Pvt Ltd,N,0,Parasailing & Paragliding • River Rafting & Tubing
Beyond Himalaya,N,0,City Tours • Historical & Heritage Tours
White Stone Holiday Nepal,N,0,Cultural Tours • Historical & Heritage Tours
Infinite Tours and Travels,N,0,Taxis & Shuttles
Nepalese The Collection,N,0,Speciality & Gift Shops
Zeabrose Leather Boutique,N,0,Speciality & Gift Shops
Paldor Peak,N,0,Mountains
Purna Work Shop,N,0,Art Galleries
Marker Stone - Day Tours,N,0,Sightseeing Tours
Green Leaf Nepal Trekking,N,0,Sightseeing Tours • Day Trips
Encounter Karma Treks,N,0,City Tours • Nature & Wildlife Tours
Absolute Himalaya Treks,N,0,Climbing Tours • Hiking & Camping Tours
12d Cinema,N,0,Movie Theaters
Trip to Everest,N,0,Multi-day Tours • Helicopter Tours
Sound Planetarium,N,0,Speciality & Gift Shops
Land Rovers Overland,N,0,"4WD, ATV & Off-Road Tours"
Kalpana cinema hall,N,0,Movie Theaters
Fishtail Adventure,N,0,Adrenaline & Extreme Tours • Zipline & Aerial Adventure Parks
Lost Paddle Adventure,N,0,River Rafting & Tubing
Nagarkot Hiking,N,0,Hiking Trails
Best Nepal Trekking,N,0,Helicopter Tours • Sightseeing Tours
Chakrapani Ayurveda Nepal,N,0,Spas
Virtue Travels & Tours Pvt Ltd,N,0,City Tours • Hiking & Camping Tours
Kathmandu Private Day Tour Package,N,0,City Tours • Cultural Tours
Shin Travels and Tours - Day Tours,N,0,City Tours • Cultural Tours
Car Mandu,N,0,Taxis & Shuttles
Lions Den,N,0,Bars & Clubs
Alpine Exodus,N,0,Cultural Tours • Hiking & Camping Tours
Trek Holiday Nepal,N,0,Adrenaline & Extreme Tours • Hiking & Camping Tours
Nepal Vehicle Hire,N,0,Taxis & Shuttles
Balkumari Temple,N,0,Religious Sites
Freedom Nepal Treks and Expedition,N,0,Multi-day Tours • Eco Tours
Veggie Nepal,N,0,Multi-day Tours • Cultural Tours
Himalayan Independent Guides,N,0,Multi-day Tours • Cultural Tours
Karma Eco Adventure,N,0,Multi-day Tours • Hiking & Camping Tours
Beatific Slimming and Spa,N,0,Spas
Friendship Trekking,N,0,City Tours • Multi-day Tours
Nepal GoGo Treks,N,0,Multi-day Tours • Climbing Tours
Muktinath Yatra,N,0,Cultural Tours • Historical & Heritage Tours
The Matrix Adventure,N,0,Cultural Tours • Eco Tours
Travel-In Travel-Out,N,0,Multi-day Tours • Hiking & Camping Tours
Rainbow Thanka Gallery,N,0,Speciality & Gift Shops • Art Galleries
Buddha Eye Treks,N,0,Multi-day Tours • Cultural Tours
Nepal Trek Ways Pvt Ltd,N,0,City Tours • Sightseeing Tours
Snowbird Treks & Adventure Pvt Ltd,N,0,Multi-day Tours • Hiking & Camping Tours
Go! Running Tours Kathmandu,N,0,City Tours • Cultural Tours
Apex Asia Travel & Trekking,N,0,Air Tours
YogHimalaya,N,0,Yoga & Pilates
Travel Beyond Pvt Ltd,N,0,Multi-day Tours • Sightseeing Tours
Travel Her Way,N,0,Climbing Tours
Picturesque,N,0,City Tours • Multi-day Tours
Signature Holidays,N,0,Multi-day Tours • Climbing Tours
Xtreme Climbers,N,0,Multi-day Tours • Adrenaline & Extreme Tours
E Travel Nepal,N,0,City Tours • Multi-day Tours
Adventure Mountain Club,N,0,Multi-day Tours • Climbing Tours
Sherpa Altitude Adventure Treks and Expedition,N,0,Multi-day Tours • Climbing Tours
Amantran Spa & Salon,N,0,Spas
Baba Tour And Travel,N,0,City Tours • Multi-day Tours
Sherpa Land Adventure,N,0,Multi-day Tours • Climbing Tours
Krishna Trekking Guide,N,0,Multi-day Tours • Hiking & Camping Tours
Heavenly Himalaya Treks & Tours,N,0,Multi-day Tours • Cultural Tours
Secrets of the Himalaya,N,0,"4WD, ATV & Off-Road Tours • Bike Tours"
Castello Cashmere,N,0,Speciality & Gift Shops
Tranquility Spa,N,0,Spas
Parahike,N,0,Air Tours
Tourist Adventure International,N,0,Multi-day Tours • Hiking & Camping Tours
Himalayan Outdoor Center,N,0,Multi-day Tours • River Rafting & Tubing
QFX Kumari,N,0,Movie Theaters
goGlides,N,0,Parasailing & Paragliding • Multi-day Tours
Everest Beauty Salon,N,0,Spas
Red Carpet,N,0,Multi-day Tours • Cultural Tours
Api Himal Treks & Expedition,N,0,City Tours • Multi-day Tours
Travel Nepal,N,0,Multi-day Tours • Canyoning & Rappelling Tours
Bungamati Museum,N,0,Speciality Museums
Auronepal Travel and Trek,N,0,Multi-day Tours • Historical & Heritage Tours
Adventure Advisor Nepal,N,0,Multi-day Tours • Historical & Heritage Tours
Journey 2 himalaya Treks,N,0,Multi-day Tours • Cultural Tours
Joyful Trekking,N,0,Parasailing & Paragliding • Multi-day Tours
Arnav Travel,N,0,Distillery Tours • Taxis & Shuttles
Alpine Pashmina House,N,0,Speciality & Gift Shops
Trekker Nepal,N,0,Multi-day Tours • Climbing Tours
Ecovoyage Travel and Tours,N,0,Parasailing & Paragliding • River Rafting & Tubing
Adventure Ascent,N,0,Climbing Tours • Sightseeing Tours
Shanti Yoga Ashram,N,0,Yoga & Pilates
Mam Holidays,N,0,Multi-day Tours • Canyoning & Rappelling Tours
Himal Outdoors PVT LTD,N,0,Parasailing & Paragliding • City Tours
Trek Dream Nepal,N,0,Eco Tours • Hiking & Camping Tours
Sherpa Himalaya,N,0,Multi-day Tours • Historical & Heritage Tours
Sherpa Mountains and Adventure,N,0,Hiking & Camping Tours
Black Stork Trek and Expedition,N,0,Multi-day Tours • Cultural Tours
Temple Bar - Irish Pub,N,0,Bars & Clubs
Sherpa Shepherds,N,0,Multi-day Tours • Climbing Tours
Ocean To Sky Adventures,N,0,Hiking & Camping Tours
Experience Earth,N,0,Multi-day Tours • Cultural Tours
Sherpa Khumbiyila Adventures,N,0,Multi-day Tours • Climbing Tours
Namaste Roving Tours And Travels,N,0,Multi-day Tours • Cultural Tours
FunExpedia,N,0,Climbing Tours
Adventure Polygon,N,0,Multi-day Tours
Hike Nepal,N,0,Cultural Tours • Safaris
Nepal Academy Treks and Expedition,N,0,Multi-day Tours • Climbing Tours
Nepal Seasonal Adventure Treks,N,0,City Tours • Multi-day Tours
Shuva Yatraa,N,0,City Tours • Hiking & Camping Tours
Dream Carrier Treks and Expedition,N,0,Climbing Tours • Eco Tours
Nepal Snowfall Mountains Treks and Expeditions,N,0,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Typical Himalayan Treks & Expedition,N,0,City Tours • Multi-day Tours
Ocean to Sky Adventures,N,0,Hiking & Camping Tours
Adventure Mountain Nest,N,0,Multi-day Tours • River Rafting & Tubing
Taiao Nepal Eco Treks,N,0,Multi-day Tours • Hiking & Camping Tours
Jyotirlingeshwor,N,0,Religious Sites
Heaven Hikers Adventure,N,0,Multi-day Tours • Cultural Tours
Shahid Gate,N,0,Points of Interest & Landmarks • Monuments & Statues
Himalaya Safty Treks & Expedition,N,0,Multi-day Tours • Hiking & Camping Tours
"ARTUDIO ""Centre for Visual Arts""",N,0,Art Galleries
Standard Chartered Vehicle Service Pvt  Ltd,N,0,Taxis & Shuttles
Happyharitrek & Expeditions,N,0,Climbing Tours
Ganga Jamuna Adventure Treks & Expedition,N,0,Cultural Tours • Sightseeing Tours
Enjoy Nepal,N,0,Sightseeing Tours • Nature & Wildlife Tours
Express Himalaya Travel,N,0,Parasailing & Paragliding
Body & Mind - A Healing Spa,N,0,Spas
Climbing Expedition,N,0,Multi-day Tours • Hiking & Camping Tours
Poonhill Treks & Expedition PvtLtd,N,0,Multi-day Tours • Hiking & Camping Tours
Rose Mountain Tours and Travels,N,0,Multi-day Tours • Sightseeing Tours
Himalayan Pilgrimage Journey,N,0,Sightseeing Tours
Fresh Liquorland,N,0,Speciality & Gift Shops
Nepal Gandharba Chuli Trek Pvt Ltd,N,0,Multi-day Tours • Cultural Tours
Chulu Far East Peak,N,0,Multi-day Tours • Climbing Tours
Makalu Barun National Park,N,0,National Parks
Tibetan Village Tour and Lifestyle,N,0,Sightseeing Tours
Yogadham,N,0,Yoga & Pilates • Lessons & Workshops
Himalayan Treks,N,0,Multi-day Tours • Hiking & Camping Tours
Mystical Nepal Treks,N,0,Hiking & Camping Tours
Simsime Travels & Tours,N,0,Multi-day Tours • River Rafting & Tubing
Lalman Trek and Expedition,N,0,Multi-day Tours • Climbing Tours
Meraki Adventure,N,0,Multi-day Tours • Hiking & Camping Tours
Book Paradise,N,0,Speciality & Gift Shops
FCube Cinemas,N,0,Movie Theaters
Trip Himalaya Treks & Expedition (P) LTD,N,0,Multi-day Tours • Canyoning & Rappelling Tours
Travel Devisers,N,0,City Tours • Multi-day Tours
Destination Everest,N,0,City Tours • Multi-day Tours
Krishna International Travels and Tours,N,0,Multi-day Tours • River Rafting & Tubing
Ganesh Himal Trekkings & Tours PL,N,0,Cultural Tours • Helicopter Tours
Four Himalayan Magic,N,0,Multi-day Tours • Climbing Tours
Tourism Society,N,0,Multi-day Tours • Historical & Heritage Tours
Top Tour Nepal,N,0,City Tours • Cultural Tours
Umesh Adventures,N,0,Parasailing & Paragliding • River Rafting & Tubing
Travelling Fantasy,N,0,Multi-day Tours • Hiking & Camping Tours
Panauti Makar Mela Spot,N,0,Religious Sites
Blue Bird Travel and Tours,N,0,City Tours • Multi-day Tours
Sherpa Guides Service,N,0,Climbing Tours • Sightseeing Tours
Great Himalayan Riders,N,0,Multi-day Tours • Biking Trails
Me Travel and Tours,N,0,City Tours • Hiking & Camping Tours
Tutunga View Point,N,0,Lookouts
Langtang Valley,N,0,Ski & Snowboard Areas
Gaurishankar,N,0,Mountains
Tashi Delek Nepal Treks,N,0,Climbing Tours • Sightseeing Tours
Roaming Nepal,N,0,City Tours • Hiking & Camping Tours
Nepal Trekking Guide,N,0,Multi-day Tours • Hiking & Camping Tours
Trekadviser,N,0,City Tours • Cultural Tours
Punya Tours & Travels,N,0,Parasailing & Paragliding • Submarine Tours
Aarohi Holiday,N,0,City Tours • Multi-day Tours
Himalayan Randonner,N,0,City Tours • Multi-day Tours
Joyful Trekking,N,0,Multi-day Tours • Canyoning & Rappelling Tours
Door To Nepal Trekking Pvt Ltd,N,0,Hiking Trails
Ayushya Health Home,N,0,Health Clubs • Yoga & Pilates
Pancha Kosha Himalayan Spa,N,0,Spas
Car & Tour Nepal,N,0,Parasailing & Paragliding • River Rafting & Tubing
Alpine Ascent Nepal,N,0,Multi-day Tours • Climbing Tours
Bound Travels & Tours,N,0,City Tours • Multi-day Tours
Nepal Trek Ways,N,0,City Tours • Cultural Tours
Outdoor Himalayan Treks,N,0,Multi-day Tours • Cultural Tours
Ktm Voyage Travel and Tours,N,0,Multi-day Tours • Climbing Tours
Fifth Ave Travel and Tours,N,0,City Tours • Cultural Tours
Giggles,N,0,Spas
Mountain Child Adventure Travel & Trekking,N,0,Multi-day Tours • Helicopter Tours
Kamala Yoga & Adventures Pvt Ltd,N,0,Yoga & Pilates
Nepal Tour & Trekking Service,N,0,City Tours • Cultural Tours
Tharu Cultural Museum and Research Center,N,0,Speciality Museums • Art Museums
Lion Heart Tour,N,0,City Tours • Cultural Tours
Tranquility Spa - Kupondole,N,0,Spas
Tranquility Spa - Hotel Shangri-La,N,0,Spas
Leisure Holidays Pvt Ltd,N,0,Cultural Tours • Walking Tours
Multinational Trekking & Expedition,N,0,Walking Tours
Blend Cashmere,N,0,Speciality & Gift Shops
Adventure Ascent,N,0,City Tours • Cultural Tours
Pavitra Kailash Yatra,N,0,Multi-day Tours • Cultural Tours
Outdoor Adventure Center Nepal,N,0,Game & Entertainment Centers
Gorkhali Adventures Pvt Ltd,N,0,Private Tours • Day Trips
Khukuri House,N,0,Speciality & Gift Shops
Holiday Treks And Expedition,N,0,Cultural Tours • Climbing Tours
NH Travels and Tours,N,0,Multi-day Tours • Climbing Tours
Holiday Treks & Expeditions,N,0,Multi-day Tours • Cultural Tours
Pancha Kosha Himalayan Spa,N,0,Architectural Buildings • Libraries
Tranquility Spa,N,0,Spas
"Tranquility Beauty Salon, Lazimpat",N,0,Yoga & Pilates
Kasa Boudh,N,0,Speciality & Gift Shops
Bandipur SPA,N,0,Day Trips
Red Carpet Journey,N,0,City Tours • Cultural Tours
Sole Encounters,N,0,Multi-day Tours • Walking Tours
Beebal Singh Limbu,N,0,City Tours • Multi-day Tours
Nepal View Treks and Expedition,N,0,Multi-day Tours • Helicopter Tours
Sujan Dhakal,N,0,Multi-day Tours • Safaris
Api Adventure Eco Tour,N,0,Multi-day Tours • Canyoning & Rappelling Tours
Raj Kumar,N,0,Multi-day Tours • Cultural Tours
Sumire Tours and Travel,N,0,Multi-day Tours
Everest Rhino Travel Pvt Ltd,N,0,Multi-day Tours • Private Tours
One Nepal Treks and Tours,N,0,Historical & Heritage Tours • Sightseeing Tours
Bucket List Travel,N,0,Multi-day Tours • Sightseeing Tours
Nepal Power Places,N,0,Multi-day Tours • Safaris
Sukram Lama,N,0,Hiking & Camping Tours • Day Trips
Wind Horse Trekking Pvt Ltd,N,0,Multi-day Tours • Private Tours
Kathmandu Day Trips,N,0,Multi-day Tours • Taxis & Shuttles
Chandragiri Hill,N,0,Points of Interest & Landmarks • Lookouts
Aspiration Adventure,N,0,Multi-day Tours • Helicopter Tours
Pokhara Tour,N,0,Multi-day Tours • Private Tours
Himalayan Enfielders,N,0,Bike Tours • Motorcycle Tours
Bimal Dhamala,N,0,Multi-day Tours • Canyoning & Rappelling Tours
Chitwan National Park Tours,N,0,Safaris
Good Times,N,0,Multi-day Tours • Taxis & Shuttles
Bullet station Pokhara Parsyang,N,0,Taxis & Shuttles • Bike Tours
Jake Basnet,N,0,Multi-day Tours • Helicopter Tours
Hima Nepal Tours & Treks,N,0,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Snowy Dream World - Tours & Adventure,N,0,Multi-day Tours • Canyoning & Rappelling Tours
Rudra Khanal,N,0,Parasailing & Paragliding • Multi-day Tours
Women Empowerment Trek,N,0,Multi-day Tours • Hiking & Camping Tours
Sujan Ratna Shakya,N,0,Paint & Pottery Studios • Multi-day Tours
Sherpa Mountaineering,N,0,Climbing Tours
Happy Karma Travels,N,0,City Tours • Multi-day Tours
Happy Karma Travels,N,0,Private Tours
Rupak ROka,N,0,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Khopra Danda Trek,N,0,Hiking Trails
One Life Adventure Team,N,0,Climbing Tours • Hiking & Camping Tours
Himalaya Asuka Treks & Expedition P Ltd,N,0,Multi-day Tours • Walking Tours
Spyders Adventure Pvt Ltd,N,0,Multi-day Tours • Safaris
Rabi Adhikari,N,0,Helicopter Tours
Humanitourismorg,N,0,Parasailing & Paragliding • Multi-day Tours
Trek To Edge,N,0,Multi-day Tours • Safaris
Trooper,N,0,Helicopter Tours • Hiking & Camping Tours
